reference_id,title,author,publication,publication_date,bout_id,reign_id,event_date,link_text,link_url
1,Inoue dominant in WBSS semi win vs. Rodriguez,Nick Parkinson,ESPN,2019-05-18,6652,,2019-05-18,Fight report,https://web.archive.org/web/20220223182237/https://www.espn.co.uk/boxing/story/_/id/26775859/inoue-dominant-wbss-semi-win-vs-rodriguez
